Item_Number,District,Location,Disposition,Signal_Type,Signal_Description,Occurred_Date_Time,Charge_Code,Charge_Description,Offender_Race,Offender_Gender,Offender_Age,Victim_Race,Victim_Gender,Victim_Age,Report_Type
B-21818-17,2,5XX Nashville Av,OPEN,62R,SIMPLE BURGLARY (RESIDENCE),2017-02-19 12:00:00,14 62,SIMPLE BURGLARY,,,,WHITE,FEMALE,73,Incident Report
B-05904-17,8,N Rampart St & Saint Peter St,CLOSED,966,DRUG LAW VIOLATION,2017-02-06 02:08:00,102 113,DRUG PARAPHERNALIA,BLACK,MALE,37,,,,Incident Report
A-21682-17,3,48XX Chef Menteur Hw,OPEN,64G,ARMED ROBBERY (GUN),2017-01-19 19:00:00,14 64.3,USE OF FIREARM IN ROBBERY,BLACK,MALE,,BLACK,MALE,63,Incident Report
A-18189-17,1,3XX S Dupre St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-16 10:35:00,14 (27) 64,ATTEMPT - ARMED ROBBERY,BLACK,MALE,,WHITE,FEMALE,28,Incident Report
B-08210-17,5,24XX N Claiborne Av,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-08 06:27:00,,,,,,BLACK,MALE,54,Incident Report
B-22982-17,6,39XX Magazine St,OPEN,106,OBSCENITY,2017-02-17 13:40:00,14 106,OBSCENITY,HISPANIC,MALE,,WHITE,FEMALE,28,Incident Report
B-01079-17,3,36XX Frenchmen St,CLOSED,103D,DISTURBANCE (DOMESTIC),2017-02-01 20:10:00,,,,,,BLACK,FEMALE,19,Incident Report
B-03658-17,7,57XX E Louis Prima Dr,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),2017-02-03 22:30:00,14 35.3,DOMESTIC ABUSE BATTERY,BLACK,MALE,61,BLACK,FEMALE,13,Incident Report
B-13962-17,4,2XX River Oaks Dr,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-12 22:00:00,,,,,,WHITE,MALE,29,Incident Report
A-10203-17,8,8XX Conti St,OPEN,67,THEFT,2017-01-09 04:00:00,14 67.3,UNAUTHORIZED USE OF ACCESS CARD,BLACK,FEMALE,,WHITE,MALE,30,Incident Report
B-08825-17,2,Palmetto St & Eagle St,CLOSED,966,DRUG LAW VIOLATION,2017-02-08 16:27:00,40 969,PROHIBITED ACTS-- SCHEDULE IV DRUGS,BLACK,FEMALE,30,,,,Incident Report
A-07674-17,1,26XX Banks St,OPEN,62R,SIMPLE BURGLARY (RESIDENCE),2017-01-07 13:30:00,14 62,SIMPLE BURGLARY,,,,WHITE,FEMALE,32,Incident Report
A-27734-17,6,14XX S Broad St,OPEN,21,MISCELLANEOUS INCIDENT,2017-01-24 22:20:00,,,,,,,,,Incident Report
B-05282-17,6,7XX Howard Av,OPEN,67S,SHOPLIFTING,2017-02-05 12:38:00,54 188,POSSESSION OF STOLEN PROPERTY,BLACK,MALE,51,,,,Supplemental Report
B-12283-17,4,63XX Stratford Pl,CLOSED,35,SIMPLE BATTERY,2017-02-11 11:00:00,14 35,SIMPLE BATTERY,WHITE,MALE,17,WHITE,MALE,17,Incident Report
B-17079-17,4,36XX General De Gaulle Dr,CLOSED,63,TRESPASSING,2017-02-15 16:12:00,54 441,RESISTING AN OFFICER,BLACK,MALE,30,,,,Incident Report
B-17079-17,4,36XX General De Gaulle Dr,CLOSED,63,TRESPASSING,2017-02-15 16:12:00,54 441,RESISTING AN OFFICER,BLACK,MALE,30,,,,Incident Report
A-30385-17,1,26XX N Broad St,CLOSED,56,SIMPLE CRIMINAL DAMAGE,2017-01-27 02:07:00,54 153,CRIMINAL TRESPASS,WHITE,MALE,32,WHITE,MALE,53,Incident Report
A-20927-17,6,21XX S Claiborne Av,OPEN,62B,SIMPLE BURGLARY (BUSINESS),2017-01-19 07:45:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,,,,,,,Incident Report
A-12432-17,5,18XX N Claiborne Av,OPEN,62,SIMPLE BURGLARY,2017-01-11 22:25:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,,BLACK,FEMALE,57,Incident Report
A-12432-17,5,18XX N Claiborne Av,OPEN,62,SIMPLE BURGLARY,2017-01-11 22:25:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,,BLACK,FEMALE,57,Incident Report
B-00439-17,4,19XX L B Landry Av,OPEN,21P,LOST PROPERTY,2017-01-06 11:45:00,,,,,,,,,Supplemental Report
A-29379-17,7,72XX Bunker Hill St,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),2017-01-26 09:16:00,14 92,CONTRIBUTING TO DELINQUENCY (MINOR),BLACK,FEMALE,29,BLACK,MALE,10,Incident Report
A-29379-17,7,72XX Bunker Hill St,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),2017-01-26 09:16:00,14 92,CONTRIBUTING TO DELINQUENCY (MINOR),BLACK,FEMALE,29,BLACK,MALE,10,Incident Report
B-00298-17,5,53XX Marais St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2017-01-12 12:15:00,14 67,THEFT,,,,BLACK,MALE,40,Incident Report
A-12767-17,7,123XX S I-10 Service Rd,OPEN,62B,SIMPLE BURGLARY (BUSINESS),2017-01-11 11:00:00,,,,,,,,,Supplemental Report
A-01597-17,7,112XX N Idlewood Ct,OPEN,21,MISCELLANEOUS INCIDENT,2017-01-02 10:12:00,,,,,,BLACK,FEMALE,35,Incident Report
A-22936-17,8,4XX N Rampart St,CLOSED,103,DISTURBANCE,2017-01-20 19:45:00,14 313,DISGUISES IN PUBLIC,WHITE,MALE,28,,,,Incident Report
B-21373-17,4,General Meyer & Numa,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-19 03:00:00,,,,,,BLACK,MALE,23,Incident Report
A-08092-17,6,Calliope St & Carondelet St,CLOSED,17F,FUGITIVE ATTACHMENT,2017-01-08 00:58:00,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,HISPANIC,MALE,30,,,,Incident Report
B-05705-17,1,10XX Treme St,OPEN,64G,ARMED ROBBERY (GUN),2017-02-05 22:05:00,14 64.3,USE OF FIREARM IN ROBBERY,BLACK,MALE,,ASIAN,FEMALE,30,Incident Report
B-05705-17,1,10XX Treme St,OPEN,64G,ARMED ROBBERY (GUN),2017-02-05 22:05:00,14 64.3,USE OF FIREARM IN ROBBERY,BLACK,MALE,,ASIAN,FEMALE,30,Incident Report
B-03632-17,2,Pritchard Pl & Broadway St,OPEN,21,MISCELLANEOUS INCIDENT,2017-02-03 17:00:00,,,,,,BLACK,FEMALE,48,Incident Report
B-15353-17,5,22XX N Johnson St,OPEN,27-67A,ATTEMPTED AUTO THEFT,2017-02-14 02:30:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,,,,BLACK,MALE,53,Incident Report
B-14771-17,6,29XX S Claiborne Av,OPEN,67S,SHOPLIFTING,2017-02-13 15:30:00,14 67,THEFT,BLACK,FEMALE,,,,,Incident Report
B-14771-17,6,29XX S Claiborne Av,OPEN,67S,SHOPLIFTING,2017-02-13 15:30:00,14 67,THEFT,BLACK,FEMALE,,,,,Incident Report
A-08468-17,3,N Broad St & Bruxelles St,OPEN,67A,AUTO THEFT,2017-01-06 11:30:00,14 67.26,THEFT OF A MOTOR VEHICLE,,,,BLACK,MALE,48,Incident Report
B-12051-17,6,23XX Seminole Ln,CLOSED,79,VIOLATION OF PROTECTIVE ORDERS,2017-02-11 01:00:00,14 79,VIOLATIONS OF PROTECTIVE ORDERS,HISPANIC,MALE,41,HISPANIC,FEMALE,38,Incident Report
B-04476-17,6,Henderson St & Tchoupitoulas St,OPEN,67,THEFT,2017-02-04 15:00:00,14 67,THEFT,UNKNOWN,,,WHITE,MALE,63,Incident Report
B-19324-17,7,121XX N I-10 Service Rd 628,OPEN,35D,SIMPLE BATTERY (DOMESTIC),2017-02-17 13:00:00,14 35.3,DOMESTIC ABUSE BATTERY,BLACK,MALE,33,BLACK,FEMALE,25,Incident Report
A-28539-17,7,123XX I-10 Service Rd,OPEN,67S,SHOPLIFTING,2017-01-25 19:41:00,14 67,THEFT,BLACK,MALE,,WHITE,MALE,29,Incident Report
B-13237-17,8,7XX Toulouse St,CLOSED,966,DRUG LAW VIOLATION,2017-02-12 06:25:00,14 118,PUBLIC BRIBERY,BLACK,FEMALE,28,,,,Incident Report
B-13237-17,8,7XX Toulouse St,CLOSED,966,DRUG LAW VIOLATION,2017-02-12 06:25:00,14 118,PUBLIC BRIBERY,BLACK,FEMALE,28,,,,Incident Report
B-20369-17,4,40XX General De Gaulle Dr,CLOSED,67S,SHOPLIFTING,2017-02-18 11:34:00,54 186,THEFT,BLACK,MALE,51,,,,Incident Report
B-24793-17,5,16XX Arts St,OPEN,103M,DISTURBANCE (MENTAL),2017-02-22 01:40:00,,,,,,BLACK,FEMALE,56,Incident Report
A-13368-17,2,24XX S Carrollton Av,CLOSED,62,SIMPLE BURGLARY,2017-01-12 17:15:00,14 60,AGG. BURGLARY,BLACK,MALE,16,,,,Supplemental Report
A-07159-17,4,12XX Teche St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-01-07 07:35:00,,,,,,BLACK,FEMALE,46,Incident Report
B-06927-17,4,32XX Kabel Dr,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-07 11:30:00,,,,,,BLACK,MALE,34,Incident Report
A-22558-17,3,Chef Menteur Hw & Press Dr,CLOSED,17F,FUGITIVE ATTACHMENT,2017-01-20 14:49:00,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,MALE,58,,,,Incident Report
B-06038-17,3,31XX Hamburg St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-06 10:41:00,,,,,,BLACK,FEMALE,47,Incident Report
A-27822-17,8,2XX Bourbon St,CLOSED,82,PROSTITUTION,2017-01-25 00:30:00,14 82,PROSTITUTION,WHITE,FEMALE,36,,,,Incident Report
B-20194-17,7,51XX Bundy Rd A35,OPEN,35D,SIMPLE BATTERY (DOMESTIC),2017-02-18 08:03:00,14 67,THEFT,BLACK,MALE,22,BLACK,FEMALE,23,Incident Report
A-23694-17,6,14XX Annunciation St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2017-01-21 00:00:00,14 62,SIMPLE BURGLARY,UNKNOWN,,,BLACK,FEMALE,35,Incident Report
A-06645-17,8,6XX Loyola Av,OPEN,67,THEFT,2017-01-05 19:00:00,14 67,THEFT,,,,BLACK,MALE,39,Incident Report
A-17002-17,1,17XX N Dupre St,OPEN,21,MISCELLANEOUS INCIDENT,2017-01-15 14:00:00,,,,,,WHITE,MALE,33,Incident Report
A-15882-17,6,31XX 3rd St,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2017-01-14 19:15:00,14 34,AGG. BATTERY,,,,BLACK,MALE,28,Incident Report
A-17652-17,4,34XX Garden Oaks Dr 1107,OPEN,56D,SIMPLE CRIMINAL DAMAGE (DOMESTIC),2017-01-16 14:00:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,FEMALE,25,BLACK,MALE,22,Incident Report
A-02193-17,6,33XX 2nd St,OPEN,35,SIMPLE BATTERY,2017-01-02 20:33:00,54 96,BATTERY,BLACK,MALE,,HISPANIC,FEMALE,16,Incident Report
A-02193-17,6,33XX 2nd St,OPEN,35,SIMPLE BATTERY,2017-01-02 20:33:00,54 96,BATTERY,BLACK,MALE,,HISPANIC,FEMALE,16,Incident Report
A-21098-17,2,49XX Freret St,OPEN,62B,SIMPLE BURGLARY (BUSINESS),2017-01-19 01:45:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,,,,WHITE,MALE,26,Incident Report
A-10546-17,7,108XX Chef Menteur Hw,OPEN,37,AGGRAVATED ASSAULT,2017-01-10 12:40:00,14 35,SIMPLE BATTERY,BLACK,MALE,,BLACK,MALE,56,Incident Report
A-02588-17,1,23XX Saint Louis St,OPEN,62,SIMPLE BURGLARY,2017-01-02 23:28:00,14 62,SIMPLE BURGLARY,,,,WHITE,MALE,62,Incident Report
B-11397-17,5,11XX Poland Av,OPEN,67S,SHOPLIFTING,2017-02-10 15:30:00,14 67,THEFT,BLACK,MALE,,BLACK,MALE,21,Incident Report
B-05826-17,5,24XX Monticello St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-05 23:00:00,,,,,,BLACK,MALE,17,Incident Report
B-05826-17,5,24XX Monticello St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-05 23:00:00,,,,,,BLACK,MALE,17,Incident Report
A-14203-17,1,24XX D'Abadie St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-01-13 11:00:00,,,,,,BLACK,MALE,47,Incident Report
A-01259-17,6,25XX Carondelet St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-02 00:54:00,14 64,ARMED ROBBERY,BLACK,MALE,,WHITE,MALE,36,Incident Report
A-01259-17,6,25XX Carondelet St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-02 00:54:00,14 64,ARMED ROBBERY,BLACK,MALE,,WHITE,MALE,36,Incident Report
A-31269-17,2,Earhart Bd & Dublin St,CLOSED,966,DRUG LAW VIOLATION,2017-01-27 19:30:00,102 113,DRUG PARAPHERNALIA,WHITE,MALE,29,,,,Incident Report
B-11698-17,7,140XX Wales St,OPEN,67C,THEFT FROM EXTERIOR OF VEHICLE,2017-02-10 16:15:00,14 67,THEFT,,,,BLACK,FEMALE,41,Incident Report
A-10698-17,5,Franklin Av & N Prieur St,OPEN,21R,OUT OF PARISH VEHICLE RECOVERY,2017-01-10 14:30:00,,,,,,BLACK,FEMALE,34,Incident Report
A-29980-17,6,12XX 8th St,OPEN,21J,MISSING/RUNAWAY JUVENILE,2017-01-26 17:00:00,14 730.3,RUNAWAY JUVENILE,WHITE,FEMALE,17,,,,Supplemental Report
A-04822-17,1,N Claiborne Av & Bayou Rd,CLOSED,966,DRUG LAW VIOLATION,2017-01-05 00:43:00,54 505,POSSESSION OF MARIJUANA (1ST OFFENSE),BLACK,MALE,20,,,,Incident Report
A-12313-17,4,General Meyer Av & Odeon,OPEN,35,SIMPLE BATTERY,2017-01-11 20:20:00,54 96,BATTERY,BLACK,MALE,,BLACK,MALE,41,Incident Report
A-12313-17,4,General Meyer Av & Odeon,OPEN,35,SIMPLE BATTERY,2017-01-11 20:20:00,54 96,BATTERY,BLACK,MALE,,BLACK,MALE,41,Incident Report
B-03251-17,8,3XX Dauphine St,OPEN,21P,LOST PROPERTY,2017-02-03 17:57:00,,,,,,,,,Supplemental Report
B-03117-17,2,74XX St Charles Ave Av,OPEN,67,THEFT,2017-02-03 14:50:00,14 67,THEFT,,,,WHITE,FEMALE,47,Incident Report
B-21431-17,6,8XX 3rd St,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),2017-02-19 04:30:00,14 35,SIMPLE BATTERY,WHITE,FEMALE,34,WHITE,FEMALE,30,Incident Report
A-11344-17,5,50XX N Robertson St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-01-11 04:45:00,,,,,,BLACK,MALE,,Incident Report
A-14740-17,8,5XX Esplanade Av,OPEN,103D,DISTURBANCE (DOMESTIC),2017-01-13 18:37:00,,,,,,WHITE,FEMALE,46,Incident Report
A-03296-17,7,76XX Alabama St,OPEN,103F,DISTURBANCE (FIGHT),2017-01-02 17:45:00,,,,,,BLACK,FEMALE,37,Incident Report
B-06895-17,6,25XX Willow St,OPEN,38,SIMPLE ASSAULT,2017-02-06 23:35:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,,BLACK,FEMALE,30,Incident Report
A-28960-17,8,Royal St & Pirates Al,CLOSED,966,DRUG LAW VIOLATION,2017-01-25 21:07:00,54 505,POSSESSION OF MARIJUANA (1ST OFFENSE),WHITE,MALE,27,,,,Incident Report
B-04850-17,1,27XX Tulane Av,CLOSED,21,MISCELLANEOUS INCIDENT,2017-02-04 22:40:00,COURT CAPIAS,CDC WARRANT#,BLACK,FEMALE,33,,,,Incident Report
A-25289-17,2,83XX Nelson St,OPEN,81,INDECENT BEHAVIOR WITH A JUVENILE,2017-01-22 10:42:00,,,,,,BLACK,FEMALE,,Incident Report
A-25147-17,7,121XX S I-10 Service Rd,OPEN,67,THEFT,2017-01-22 18:50:00,14 67,THEFT,BLACK,FEMALE,,,,,Incident Report
A-25147-17,7,121XX S I-10 Service Rd,OPEN,67,THEFT,2017-01-22 18:50:00,14 67,THEFT,BLACK,FEMALE,,,,,Incident Report
B-07591-17,5,19XX Industry St,OPEN,62R,SIMPLE BURGLARY (RESIDENCE),2017-02-07 07:30:00,14 62,SIMPLE BURGLARY,UNKNOWN,,,BLACK,FEMALE,62,Incident Report
A-23124-17,5,21XX Touro St,OPEN,103M,DISTURBANCE (MENTAL),2017-01-21 00:42:00,,,,,,BLACK,FEMALE,25,Incident Report
A-26516-17,1,16XX N Broad St,OPEN,21,MISCELLANEOUS INCIDENT,2017-01-24 23:56:00,,,,,,WHITE,MALE,33,Incident Report
A-08308-17,7,85XX Chef Menteur Hw 100,OPEN,103D,DISTURBANCE (DOMESTIC),2017-01-08 10:21:00,,,,,,BLACK,MALE,20,Incident Report
A-20307-17,2,17XX S Rendon St,OPEN,17R,WARRANT STOP AND RELEASE,2017-01-18 17:03:00,,,,,,WHITE,FEMALE,22,Incident Report
A-30633-17,5,25XX Elysian Fields Av,OPEN,67S,SHOPLIFTING,2017-01-26 16:44:00,14 67.10,THEFT OF GOODS,BLACK,MALE,,,,,Incident Report
B-11628-17,5,21XX Franklin Av,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-10 19:39:00,,,,,,BLACK,FEMALE,48,Incident Report
A-25324-17,2,88XX Forshey St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-22 22:30:00,14 64,ARMED ROBBERY,BLACK,MALE,,HISPANIC,MALE,38,Incident Report
A-25324-17,2,88XX Forshey St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-22 22:30:00,14 64,ARMED ROBBERY,BLACK,MALE,,HISPANIC,MALE,38,Incident Report
A-25324-17,2,88XX Forshey St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-22 22:30:00,14 64,ARMED ROBBERY,BLACK,MALE,,HISPANIC,MALE,38,Incident Report
A-25324-17,2,88XX Forshey St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-22 22:30:00,14 64,ARMED ROBBERY,BLACK,MALE,,HISPANIC,MALE,38,Incident Report
A-25324-17,2,88XX Forshey St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-22 22:30:00,14 64,ARMED ROBBERY,BLACK,MALE,,HISPANIC,MALE,38,Incident Report
A-25324-17,2,88XX Forshey St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-22 22:30:00,14 64,ARMED ROBBERY,BLACK,MALE,,HISPANIC,MALE,38,Incident Report
A-25324-17,2,88XX Forshey St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-22 22:30:00,14 64,ARMED ROBBERY,BLACK,MALE,,HISPANIC,MALE,38,Incident Report
A-25324-17,2,88XX Forshey St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-22 22:30:00,14 64,ARMED ROBBERY,BLACK,MALE,,HISPANIC,MALE,38,Incident Report
A-25324-17,2,88XX Forshey St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-22 22:30:00,14 64,ARMED ROBBERY,BLACK,MALE,,HISPANIC,MALE,38,Incident Report
A-25324-17,2,88XX Forshey St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-22 22:30:00,14 64,ARMED ROBBERY,BLACK,MALE,,HISPANIC,MALE,38,Incident Report
A-25324-17,2,88XX Forshey St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-22 22:30:00,14 64,ARMED ROBBERY,BLACK,MALE,,HISPANIC,MALE,38,Incident Report
A-25324-17,2,88XX Forshey St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-22 22:30:00,14 64,ARMED ROBBERY,BLACK,MALE,,HISPANIC,MALE,38,Incident Report
A-25324-17,2,88XX Forshey St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-22 22:30:00,14 64,ARMED ROBBERY,BLACK,MALE,,HISPANIC,MALE,38,Incident Report
A-25324-17,2,88XX Forshey St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-22 22:30:00,14 64,ARMED ROBBERY,BLACK,MALE,,HISPANIC,MALE,38,Incident Report
A-25324-17,2,88XX Forshey St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-22 22:30:00,14 64,ARMED ROBBERY,BLACK,MALE,,HISPANIC,MALE,38,Incident Report
A-25324-17,2,88XX Forshey St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-22 22:30:00,14 64,ARMED ROBBERY,BLACK,MALE,,HISPANIC,MALE,38,Incident Report
A-25324-17,2,88XX Forshey St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-22 22:30:00,14 64,ARMED ROBBERY,BLACK,MALE,,HISPANIC,MALE,38,Incident Report
A-25324-17,2,88XX Forshey St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-22 22:30:00,14 64,ARMED ROBBERY,BLACK,MALE,,HISPANIC,MALE,38,Incident Report
A-25324-17,2,88XX Forshey St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-22 22:30:00,14 64,ARMED ROBBERY,BLACK,MALE,,HISPANIC,MALE,38,Incident Report
A-25324-17,2,88XX Forshey St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-22 22:30:00,14 64,ARMED ROBBERY,BLACK,MALE,,HISPANIC,MALE,38,Incident Report
A-25324-17,2,88XX Forshey St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-22 22:30:00,14 64,ARMED ROBBERY,BLACK,MALE,,HISPANIC,MALE,38,Incident Report
A-25324-17,2,88XX Forshey St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-22 22:30:00,14 64,ARMED ROBBERY,BLACK,MALE,,HISPANIC,MALE,38,Incident Report
A-25324-17,2,88XX Forshey St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-22 22:30:00,14 64,ARMED ROBBERY,BLACK,MALE,,HISPANIC,MALE,38,Incident Report
A-25324-17,2,88XX Forshey St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-22 22:30:00,14 64,ARMED ROBBERY,BLACK,MALE,,HISPANIC,MALE,38,Incident Report
A-25324-17,2,88XX Forshey St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-22 22:30:00,14 64,ARMED ROBBERY,BLACK,MALE,,HISPANIC,MALE,38,Incident Report
A-25324-17,2,88XX Forshey St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-22 22:30:00,14 64,ARMED ROBBERY,BLACK,MALE,,HISPANIC,MALE,38,Incident Report
A-25324-17,2,88XX Forshey St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-22 22:30:00,14 64,ARMED ROBBERY,BLACK,MALE,,HISPANIC,MALE,38,Incident Report
A-25324-17,2,88XX Forshey St,OPEN,64G,ARMED ROBBERY (GUN),2017-01-22 22:30:00,14 64,ARMED ROBBERY,BLACK,MALE,,HISPANIC,MALE,38,Incident Report
B-25512-17,5,33XX Saint Claude Av,OPEN,62B,SIMPLE BURGLARY (BUSINESS),2017-02-22 03:20:00,14 62,SIMPLE BURGLARY,,,,,,,Incident Report
A-10442-17,7,46XX Read Bd,OPEN,103D,DISTURBANCE (DOMESTIC),2017-01-10 11:18:00,,,,,,BLACK,FEMALE,34,Incident Report
A-33677-17,1,28XX Canal St,OPEN,59,CRIMINAL MISCHIEF,2017-01-30 04:07:00,14 56.4,CRIMINAL DAMAGE TO PROPERTY BY DEFACING WITH GRAFFITI,UNKNOWN,,,,,,Incident Report
A-23571-17,5,24XX N Claiborne Av,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),2017-01-21 11:30:00,14 35.3,DOMESTIC ABUSE BATTERY,BLACK,MALE,26,BLACK,FEMALE,48,Incident Report
A-21518-17,7,84XX Chef Menteur Hw,OPEN,67S,SHOPLIFTING,2017-01-19 17:30:00,14 67,THEFT,BLACK,MALE,,,,,Incident Report
B-00277-17,3,94XX Airline Dr,OPEN,62B,SIMPLE BURGLARY (BUSINESS),2017-01-31 09:38:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,,HISPANIC,MALE,37,Incident Report
B-00277-17,3,94XX Airline Dr,OPEN,62B,SIMPLE BURGLARY (BUSINESS),2017-01-31 09:38:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,,HISPANIC,MALE,37,Incident Report
A-05340-17,2,15XX Hillary St,OPEN,62,SIMPLE BURGLARY,2017-01-05 13:42:00,14 62,SIMPLE BURGLARY,,,,WHITE,FEMALE,70,Incident Report
B-00421-17,5,Urquhart St & Independence St,OPEN,103,DISTURBANCE,2017-02-01 11:15:00,,,,,,BLACK,MALE,50,Supplemental Report
A-23396-17,8,9XX Saint Charles Av 807,CLOSED,35D,SIMPLE BATTERY (DOMESTIC),2017-01-21 08:00:00,14 35,SIMPLE BATTERY,BLACK,MALE,30,WHITE,MALE,36,Incident Report
B-06239-17,7,65XX Downman St,OPEN,21,MISCELLANEOUS INCIDENT,2017-02-06 12:15:00,,,,,,BLACK,FEMALE,,Incident Report
A-20768-17,8,7XX Iberville St,CLOSED,65,SIMPLE ROBBERY,2017-01-19 01:21:00,14 65,SIMPLE ROBBERY,BLACK,MALE,38,WHITE,FEMALE,33,Incident Report
A-01717-17,7,69XX Ridgefield Dr,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2017-01-01 20:00:00,14 62,SIMPLE BURGLARY,UNKNOWN,,,BLACK,FEMALE,36,Incident Report
B-09688-17,1,40XX Tulane Av,CLOSED,17F,FUGITIVE ATTACHMENT,2017-02-09 11:00:00,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,MALE,49,,,,Incident Report
A-01290-17,4,26XX Ramsey Dr,OPEN,103D,DISTURBANCE (DOMESTIC),2017-01-02 01:00:00,,,,,,BLACK,FEMALE,47,Incident Report
A-23712-17,5,23XX N Villere St,OPEN,80,CARNAL KNOWLEDGE OF A JUVENILE,2017-01-21 13:43:00,,,,,,,,,Incident Report
A-08658-17,3,64XX Franklin Av,OPEN,21,MISCELLANEOUS INCIDENT,2017-01-08 16:00:00,,,,,,BLACK,FEMALE,50,Incident Report
A-15888-17,5,54XX N Johnson St,OPEN,35,SIMPLE BATTERY,2017-01-14 19:45:00,54 96,BATTERY,BLACK,FEMALE,30,BLACK,MALE,24,Incident Report
A-31986-17,4,37XX Silver Maple Ct,OPEN,21,MISCELLANEOUS INCIDENT,2017-01-28 12:30:00,,,,,,BLACK,MALE,42,Incident Report
B-00585-17,4,6XX Elmira Av,OPEN,62,SIMPLE BURGLARY,2017-02-01 13:57:00,14 62,SIMPLE BURGLARY,BLACK,MALE,,BLACK,MALE,26,Incident Report
B-06848-17,2,87XX Forshey St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-06 21:46:00,,,,,,BLACK,FEMALE,40,Incident Report
B-04273-17,5,19XX Industry,CLOSED,966,DRUG LAW VIOLATION,2017-02-04 12:29:00,54 505,POSSESSION OF MARIJUANA (1ST OFFENSE),BLACK,MALE,58,,,,Incident Report
B-07250-17,6,Willow St & 1st St,OPEN,21,MISCELLANEOUS INCIDENT,2017-02-07 09:42:00,,,,,,BLACK,MALE,26,Incident Report
B-08626-17,4,34XX Garden Oaks Dr 1107,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-08 14:15:00,,,,,,BLACK,MALE,22,Incident Report
A-31614-17,8,2XX Bourbon St,CLOSED,966,DRUG LAW VIOLATION,2017-01-28 02:45:00,54 153,CRIMINAL TRESPASS,BLACK,MALE,28,BLACK,MALE,,Incident Report
